Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,Team
CronikdaHemphog,649191986,49,49,0,Jedi Master Luke Skywalker: Old Ben JTR C-3PO Mon Mothma Chewpio JKL R2-D2 Han Chewbacca Rebel Y-wing Leia HYoda Wedge Biggs Lando
CronikdaHemphog,649191986,2,2,0,Supreme Leader Kylo Ren: KRU Kylo FOST FOE FOO FOTP Phasma Hux FOSFTP Sith Trooper Vet Han EP Finalizer 6*
Japiim,622872167,0,0,0,Leia Organa: Captain Rex Princess Kneesaa Wicket Lando Ackbar Scout Trooper R2-D2 Cpt Solo ROLO Chirpa Captain Drogan CLS Boushh (Leia Organa) Chewpio Lobot
Japiim,622872167,0,0,0,Rey: JTR R2-D2 C-3PO BB-8 RT Scav Rey Finn Poe Vet Chewbacca Vet Han Resistance Pilot Holdo Rose RH Poe RH Finn
Japiim,622872167,0,0,0,Jedi Master Luke Skywalker: Old Ben JTR C-3PO Mon Mothma Chewpio JKL R2-D2 Han Chewbacca Rebel Y-wing Leia HYoda Wedge Biggs Lando
Japiim,622872167,42,0,42,Jabba the Hutt: Krrsantan G12 Han Gamorrean Guard G12 Greedo G12 Skiff Guard (Lando Calrissian) G10 JKL Jawa G12 URoRRuR'R'R G12 C-3PO Boushh (Leia Organa) Aurra R5 Fennec Shand R5 Boba R6 Mob Enforcer G12 Outrider 5*
Japiim,622872167,0,0,0,Supreme Leader Kylo Ren: KRU Kylo FOST FOE FOO FOTP Phasma Hux FOSFTP Sith Trooper Vet Han EP Finalizer
Japiim,622872167,0,0,0,Sith Eternal Emperor: EP Vader RG Piett Krennic Sidious Darth Maul Dooku Sith Marauder Imperial TIE Bomber JKA Thrawn Tarkin Veers Starck
Japiim,622872167,44,0,44,Jedi Master Kenobi: GK Bo-Katan G10 Aayla G11 Mace Negotiator GG G12 Wat Tambor G11 4* MagnaGuard Clone Sergeant QGJ GMY R7 Jango R5 Shaak Ti R5 Cad Cody G9
Därth Nema,776828574,12,0,12,Leia Organa: Captain Rex Princess Kneesaa R6 Wicket Lando Ackbar Scout Trooper R2 R2-D2 Cpt Solo ROLO Chirpa Captain Drogan R1 CLS Boushh (Leia Organa) Chewpio Lobot
Därth Nema,776828574,0,0,0,Jedi Master Luke Skywalker: Old Ben JTR C-3PO Mon Mothma Chewpio JKL R2-D2 Han Chewbacca Rebel Y-wing Leia HYoda Wedge Biggs Lando
Därth Nema,776828574,0,0,0,Jabba the Hutt: Krrsantan Han Gamorrean Guard Greedo Skiff Guard (Lando Calrissian) JKL Jawa URoRRuR'R'R C-3PO Boushh (Leia Organa) Aurra Fennec Shand Boba Mob Enforcer Outrider
Därth Nema,776828574,0,0,0,Jedi Master Kenobi: GK Bo-Katan Aayla Mace Negotiator GG Wat Tambor MagnaGuard Clone Sergeant QGJ GMY Jango Shaak Ti Cad Cody
Medwin Rapis,667684568,0,0,0,Rey: JTR R2-D2 C-3PO BB-8 RT Scav Rey Finn Poe Vet Chewbacca Vet Han Resistance Pilot Holdo Rose RH Poe RH Finn
Medwin Rapis,667684568,41,0,41,Jedi Master Luke Skywalker: Old Ben R3 JTR C-3PO R4 Mon Mothma G9 Chewpio R3 JKL G8 R2-D2 R3 Han R2 Chewbacca R3 Rebel Y-wing 5* Leia HYoda R3 Wedge Biggs Lando R3
Medwin Rapis,667684568,0,0,0,Supreme Leader Kylo Ren: KRU Kylo FOST FOE FOO FOTP Phasma Hux FOSFTP Sith Trooper Vet Han EP Finalizer 5*
Medwin Rapis,667684568,0,0,0,Sith Eternal Emperor: EP Vader RG Piett Krennic Sidious Darth Maul Dooku Sith Marauder Imperial TIE Bomber JKA Thrawn Tarkin Veers Starck
RevansApprentice,827161214,0,0,0,Rey: JTR R2-D2 C-3PO BB-8 RT Scav Rey Finn Poe Vet Chewbacca Vet Han Resistance Pilot Holdo Rose RH Poe RH Finn
RevansApprentice,827161214,11,0,11,Supreme Leader Kylo Ren: KRU R5 Kylo R5 FOST FOE FOO FOTP Phasma Hux FOSFTP Sith Trooper Vet Han G11 EP R5 Finalizer 0*
